Vendor,Location,Department,Role,Currency,Amount,Item,Rate,Quantity,Summary,Tag,id
Expedia,"Hyderabad, India",Operations,Team Lead,INR,4069,Deluxe Room,4069,1,"Team Lead from Operations spent 4069 INR on Deluxe Room at Expedia in Hyderabad, India.",Travel,SPA1GJ951S
Flipkart,"Lucknow, India",Marketing,Employee,INR,8650,Printer,4325,2,"Employee from Marketing spent 8650 INR on Printer at Flipkart in Lucknow, India.",Office Supply,4ZS5KEZN2Y
Swiggy,"Chennai, India",Sales,Employee,INR,7635,Meal,2545,3,"Employee from Sales spent 7635 INR on Meal at Swiggy in Chennai, India.",Meals,24BR63WQGX
Flipkart,"Chennai, India",Sales,Manager,INR,1975,Office Chair,1975,1,"Manager from Sales spent 1975 INR on Office Chair at Flipkart in Chennai, India.",Office Supply,UVN9957S24
Swiggy,"New Delhi, India",Sales,Dept Head,INR,1432,Meal,716,2,"Dept Head from Sales spent 1432 INR on Meal at Swiggy in New Delhi, India.",Meals,JM4JMW4K7Y
Swiggy,"Dubai, UAE",Customer Support,Team Lead,AED,7886,Meal,3943,2,"Team Lead from Customer Support spent 7886 AED on Meal at Swiggy in Dubai, UAE.",Meals,GAB3V5HIP3
Amazon,"New Delhi, India",IT,Team Lead,INR,9114,Projector,3038,3,"Team Lead from IT spent 9114 INR on Projector at Amazon in New Delhi, India.",Office Supply,JYWC409NLR
Ola,"Jaipur, India",Customer Support,Employee,INR,2739,Deluxe Room,2739,1,"Employee from Customer Support spent 2739 INR on Deluxe Room at Ola in Jaipur, India.",Travel,SBRRUOJCTN
OYO,"Sydney, Australia",Marketing,Manager,AUD,3189,Deluxe Room,3189,1,"Manager from Marketing spent 3189 AUD on Deluxe Room at OYO in Sydney, Australia.",Travel,RPUSV4GYOO
Ola,"Paris, France",Customer Support,Manager,EUR,10191,Flight Ticket,3397,3,"Manager from Customer Support spent 10191 EUR on Flight Ticket at Ola in Paris, France.",Travel,1VMRJ3NGBR
Uber,Singapore,Operations,Employee,SGD,4370,Deluxe Room,2185,2,Employee from Operations spent 4370 SGD on Deluxe Room at Uber in Singapore.,Travel,RGKM125I1S
OYO,"Jaipur, India",Human Resource,Manager,INR,6310,Flight Ticket,3155,2,"Manager from Human Resource spent 6310 INR on Flight Ticket at OYO in Jaipur, India.",Travel,BC7JR09JJM
Swiggy,"Chennai, India",Sales,Team Lead,INR,3156,Meal,3156,1,"Team Lead from Sales spent 3156 INR on Meal at Swiggy in Chennai, India.",Meals,MRSPXMBKRP
Expedia,"New Delhi, India",Human Resource,Employee,INR,12549,Flight Ticket,4183,3,"Employee from Human Resource spent 12549 INR on Flight Ticket at Expedia in New Delhi, India.",Travel,5GZO5B2X7R
MakeMyTrip,"Mumbai, India",IT,Team Lead,INR,7002,Deluxe Room,3501,2,"Team Lead from IT spent 7002 INR on Deluxe Room at MakeMyTrip in Mumbai, India.",Travel,HTV40BY26N
Expedia,"Chennai, India",Sales,Employee,INR,6075,Flight Ticket,2025,3,"Employee from Sales spent 6075 INR on Flight Ticket at Expedia in Chennai, India.",Travel,9O5QPPFFUO
Amazon,"Ahmedabad, India",Marketing,Dept Head,INR,14082,Office Chair,4694,3,"Dept Head from Marketing spent 14082 INR on Office Chair at Amazon in Ahmedabad, India.",Office Supply,I8D35PNYDD
Amazon,"Pune, India",IT,Team Lead,INR,3832,Laptop,3832,1,"Team Lead from IT spent 3832 INR on Laptop at Amazon in Pune, India.",Office Supply,QAY6ECBF05
Flipkart,"Bangalore, India",IT,Team Lead,INR,1170,Office Chair,1170,1,"Team Lead from IT spent 1170 INR on Office Chair at Flipkart in Bangalore, India.",Office Supply,LNV2KF66U3
Amazon,"Ahmedabad, India",Finance & Accounting,Team Lead,INR,4690,Printer,4690,1,"Team Lead from Finance & Accounting spent 4690 INR on Printer at Amazon in Ahmedabad, India.",Office Supply,27ZZ2PZXZH
OYO,"Pune, India",Sales,Team Lead,INR,3928,Deluxe Room,1964,2,"Team Lead from Sales spent 3928 INR on Deluxe Room at OYO in Pune, India.",Travel,1OYBTL1DOM
OYO,"Toronto, Canada",IT,Employee,CAD,1399,Deluxe Room,1399,1,"Employee from IT spent 1399 CAD on Deluxe Room at OYO in Toronto, Canada.",Travel,XGTVI33WOO
Uber,"Pune, India",Marketing,Team Lead,INR,10209,Flight Ticket,3403,3,"Team Lead from Marketing spent 10209 INR on Flight Ticket at Uber in Pune, India.",Travel,QOJ0XDVUW4
Ola,"Kolkata, India",Human Resource,Team Lead,INR,4233,Flight Ticket,4233,1,"Team Lead from Human Resource spent 4233 INR on Flight Ticket at Ola in Kolkata, India.",Travel,CI1WA24BH2
OYO,"Dubai, UAE",Human Resource,Employee,AED,7836,Deluxe Room,2612,3,"Employee from Human Resource spent 7836 AED on Deluxe Room at OYO in Dubai, UAE.",Travel,UOCCMHZ8RG
Goibibo,"New Delhi, India",Customer Support,Manager,INR,6662,Deluxe Room,3331,2,"Manager from Customer Support spent 6662 INR on Deluxe Room at Goibibo in New Delhi, India.",Travel,G151DDG9HP
Goibibo,"New York, USA",Marketing,Employee,USD,10827,Flight Ticket,3609,3,"Employee from Marketing spent 10827 USD on Flight Ticket at Goibibo in New York, USA.",Travel,ZX3YXGJWFL
MakeMyTrip,"Kolkata, India",Operations,Team Lead,INR,1474,Flight Ticket,737,2,"Team Lead from Operations spent 1474 INR on Flight Ticket at MakeMyTrip in Kolkata, India.",Travel,9C9LYK8D6Q
Goibibo,"Chennai, India",Sales,Dept Head,INR,4189,Flight Ticket,4189,1,"Dept Head from Sales spent 4189 INR on Flight Ticket at Goibibo in Chennai, India.",Travel,KWM9FYEVW0
Zomato,"Hyderabad, India",Human Resource,Dept Head,INR,3012,Meal,1004,3,"Dept Head from Human Resource spent 3012 INR on Meal at Zomato in Hyderabad, India.",Meals,A4IBWD8DY8
MakeMyTrip,"Bangalore, India",Marketing,Dept Head,INR,6526,Deluxe Room,3263,2,"Dept Head from Marketing spent 6526 INR on Deluxe Room at MakeMyTrip in Bangalore, India.",Travel,GX1U2YSIQ8
Swiggy,"Ahmedabad, India",Operations,Dept Head,INR,3855,Meal,3855,1,"Dept Head from Operations spent 3855 INR on Meal at Swiggy in Ahmedabad, India.",Meals,ZQX59F4F2Z
Swiggy,"New Delhi, India",Operations,Dept Head,INR,1953,Meal,651,3,"Dept Head from Operations spent 1953 INR on Meal at Swiggy in New Delhi, India.",Meals,2EDOU226S3
OYO,"Pune, India",Finance & Accounting,Team Lead,INR,774,Flight Ticket,774,1,"Team Lead from Finance & Accounting spent 774 INR on Flight Ticket at OYO in Pune, India.",Travel,RYZG4NOEX3
Goibibo,"Paris, France",IT,Team Lead,EUR,4572,Deluxe Room,2286,2,"Team Lead from IT spent 4572 EUR on Deluxe Room at Goibibo in Paris, France.",Travel,V1AZ0J43Z8
Ola,"Kolkata, India",IT,Employee,INR,4245,Flight Ticket,1415,3,"Employee from IT spent 4245 INR on Flight Ticket at Ola in Kolkata, India.",Travel,EFP3D1X6PV
Goibibo,"Lucknow, India",Sales,Employee,INR,6219,Flight Ticket,2073,3,"Employee from Sales spent 6219 INR on Flight Ticket at Goibibo in Lucknow, India.",Travel,VK9OBOPBC2
Flipkart,"Ahmedabad, India",Marketing,Dept Head,INR,3335,Printer,3335,1,"Dept Head from Marketing spent 3335 INR on Printer at Flipkart in Ahmedabad, India.",Office Supply,8M2ILC4UW2
Expedia,"Chennai, India",Finance & Accounting,Manager,INR,3876,Flight Ticket,3876,1,"Manager from Finance & Accounting spent 3876 INR on Flight Ticket at Expedia in Chennai, India.",Travel,9W6SMO1OVQ
Goibibo,"Lucknow, India",Customer Support,Manager,INR,2233,Deluxe Room,2233,1,"Manager from Customer Support spent 2233 INR on Deluxe Room at Goibibo in Lucknow, India.",Travel,B7BWWG6LNQ
Amazon,"Chennai, India",Marketing,Dept Head,INR,3200,Laptop,1600,2,"Dept Head from Marketing spent 3200 INR on Laptop at Amazon in Chennai, India.",Office Supply,TUZOPVDWS9
Swiggy,"Mumbai, India",Operations,Employee,INR,8046,Meal,4023,2,"Employee from Operations spent 8046 INR on Meal at Swiggy in Mumbai, India.",Meals,Y8P7H2W79G
Amazon,"Toronto, Canada",Customer Support,Employee,CAD,3217,Printer,3217,1,"Employee from Customer Support spent 3217 CAD on Printer at Amazon in Toronto, Canada.",Office Supply,N2MFWYG214
Flipkart,"Ahmedabad, India",Sales,Manager,INR,4202,Laptop,4202,1,"Manager from Sales spent 4202 INR on Laptop at Flipkart in Ahmedabad, India.",Office Supply,RVMUI9N667
Uber,"Pune, India",Operations,Manager,INR,4778,Deluxe Room,2389,2,"Manager from Operations spent 4778 INR on Deluxe Room at Uber in Pune, India.",Travel,Z0QV6W26IH
Uber,"Ahmedabad, India",Finance & Accounting,Employee,INR,790,Deluxe Room,790,1,"Employee from Finance & Accounting spent 790 INR on Deluxe Room at Uber in Ahmedabad, India.",Travel,KJJHTOEM9K
Goibibo,"Chennai, India",Customer Support,Dept Head,INR,11505,Deluxe Room,3835,3,"Dept Head from Customer Support spent 11505 INR on Deluxe Room at Goibibo in Chennai, India.",Travel,08WBLOD7IV
Swiggy,"Mumbai, India",Sales,Dept Head,INR,2467,Meal,2467,1,"Dept Head from Sales spent 2467 INR on Meal at Swiggy in Mumbai, India.",Meals,DFWPYRZJA5
Goibibo,"New York, USA",IT,Team Lead,USD,3453,Flight Ticket,1151,3,"Team Lead from IT spent 3453 USD on Flight Ticket at Goibibo in New York, USA.",Travel,NI78R1OL24
Uber,"Pune, India",Sales,Manager,INR,4766,Flight Ticket,4766,1,"Manager from Sales spent 4766 INR on Flight Ticket at Uber in Pune, India.",Travel,09JT3EA6H9
Expedia,"Pune, India",Finance & Accounting,Dept Head,INR,3510,Deluxe Room,1170,3,"Dept Head from Finance & Accounting spent 3510 INR on Deluxe Room at Expedia in Pune, India.",Travel,398LOZJ9E2
Ola,"Jaipur, India",Sales,Dept Head,INR,5634,Deluxe Room,2817,2,"Dept Head from Sales spent 5634 INR on Deluxe Room at Ola in Jaipur, India.",Travel,XKODUZEKK3
Zomato,"Chennai, India",Customer Support,Dept Head,INR,3199,Meal,3199,1,"Dept Head from Customer Support spent 3199 INR on Meal at Zomato in Chennai, India.",Meals,QIVI916U7C
Swiggy,Singapore,Customer Support,Team Lead,SGD,8826,Meal,4413,2,Team Lead from Customer Support spent 8826 SGD on Meal at Swiggy in Singapore.,Meals,LZZY9QWXZI
MakeMyTrip,"Sydney, Australia",IT,Employee,AUD,7290,Deluxe Room,2430,3,"Employee from IT spent 7290 AUD on Deluxe Room at MakeMyTrip in Sydney, Australia.",Travel,T6X2BFKU69
Flipkart,"Hyderabad, India",Finance & Accounting,Team Lead,INR,1798,Office Chair,899,2,"Team Lead from Finance & Accounting spent 1798 INR on Office Chair at Flipkart in Hyderabad, India.",Office Supply,JTT5OKFR9E
Zomato,"Mumbai, India",Human Resource,Employee,INR,2527,Meal,2527,1,"Employee from Human Resource spent 2527 INR on Meal at Zomato in Mumbai, India.",Meals,D1HCLC3763
Zomato,"Lucknow, India",Marketing,Dept Head,INR,9510,Meal,4755,2,"Dept Head from Marketing spent 9510 INR on Meal at Zomato in Lucknow, India.",Meals,SPARAR45W7
Flipkart,"New Delhi, India",IT,Team Lead,INR,10971,Office Chair,3657,3,"Team Lead from IT spent 10971 INR on Office Chair at Flipkart in New Delhi, India.",Office Supply,5LAXPWEDU6
Expedia,"Kolkata, India",Human Resource,Team Lead,INR,3494,Deluxe Room,3494,1,"Team Lead from Human Resource spent 3494 INR on Deluxe Room at Expedia in Kolkata, India.",Travel,VC9UWFA6GS
MakeMyTrip,"Pune, India",IT,Employee,INR,1835,Deluxe Room,1835,1,"Employee from IT spent 1835 INR on Deluxe Room at MakeMyTrip in Pune, India.",Travel,P12YYN57ZY
Goibibo,"London, UK",Finance & Accounting,Manager,GBP,3802,Deluxe Room,3802,1,"Manager from Finance & Accounting spent 3802 GBP on Deluxe Room at Goibibo in London, UK.",Travel,8GZYUQIU3P
OYO,"Chennai, India",Customer Support,Dept Head,INR,10044,Flight Ticket,3348,3,"Dept Head from Customer Support spent 10044 INR on Flight Ticket at OYO in Chennai, India.",Travel,19RSJLSBMS
Flipkart,"Sydney, Australia",IT,Manager,AUD,4576,Office Chair,2288,2,"Manager from IT spent 4576 AUD on Office Chair at Flipkart in Sydney, Australia.",Office Supply,434JN6V26S
OYO,"Hyderabad, India",Operations,Team Lead,INR,2123,Flight Ticket,2123,1,"Team Lead from Operations spent 2123 INR on Flight Ticket at OYO in Hyderabad, India.",Travel,49UQXA3FFC
MakeMyTrip,"Lucknow, India",Human Resource,Manager,INR,9334,Flight Ticket,4667,2,"Manager from Human Resource spent 9334 INR on Flight Ticket at MakeMyTrip in Lucknow, India.",Travel,YE5SLFD5BY
Swiggy,"Kolkata, India",Human Resource,Dept Head,INR,2272,Meal,2272,1,"Dept Head from Human Resource spent 2272 INR on Meal at Swiggy in Kolkata, India.",Meals,5CPMQIH1XY
MakeMyTrip,"Berlin, Germany",Marketing,Dept Head,EUR,534,Flight Ticket,534,1,"Dept Head from Marketing spent 534 EUR on Flight Ticket at MakeMyTrip in Berlin, Germany.",Travel,ZWGZFI8FMG
MakeMyTrip,"Hyderabad, India",Customer Support,Team Lead,INR,11967,Deluxe Room,3989,3,"Team Lead from Customer Support spent 11967 INR on Deluxe Room at MakeMyTrip in Hyderabad, India.",Travel,I2D0QPM01H
Uber,"Pune, India",Finance & Accounting,Employee,INR,4992,Flight Ticket,4992,1,"Employee from Finance & Accounting spent 4992 INR on Flight Ticket at Uber in Pune, India.",Travel,F93CWR84PR
MakeMyTrip,"Kolkata, India",Sales,Team Lead,INR,7893,Deluxe Room,2631,3,"Team Lead from Sales spent 7893 INR on Deluxe Room at MakeMyTrip in Kolkata, India.",Travel,48RESH46XQ
MakeMyTrip,"Sydney, Australia",Customer Support,Manager,AUD,2565,Deluxe Room,855,3,"Manager from Customer Support spent 2565 AUD on Deluxe Room at MakeMyTrip in Sydney, Australia.",Travel,DZ9KNILDGT
Uber,"Hyderabad, India",Marketing,Employee,INR,5482,Flight Ticket,2741,2,"Employee from Marketing spent 5482 INR on Flight Ticket at Uber in Hyderabad, India.",Travel,3Z9J1TP0XC
Ola,"Lucknow, India",Customer Support,Employee,INR,2801,Deluxe Room,2801,1,"Employee from Customer Support spent 2801 INR on Deluxe Room at Ola in Lucknow, India.",Travel,2X5NLX9J08
MakeMyTrip,"Chennai, India",Sales,Employee,INR,3324,Flight Ticket,3324,1,"Employee from Sales spent 3324 INR on Flight Ticket at MakeMyTrip in Chennai, India.",Travel,GDWWIY6XM7
Expedia,"Jaipur, India",IT,Manager,INR,4044,Flight Ticket,1348,3,"Manager from IT spent 4044 INR on Flight Ticket at Expedia in Jaipur, India.",Travel,LV13PTWAE1
Swiggy,"Ahmedabad, India",Operations,Team Lead,INR,2760,Meal,920,3,"Team Lead from Operations spent 2760 INR on Meal at Swiggy in Ahmedabad, India.",Meals,79ALVZZ3AI
Goibibo,"Lucknow, India",IT,Employee,INR,1274,Flight Ticket,1274,1,"Employee from IT spent 1274 INR on Flight Ticket at Goibibo in Lucknow, India.",Travel,3VZH0MWXWG
Amazon,"New York, USA",Marketing,Team Lead,USD,7398,Laptop,2466,3,"Team Lead from Marketing spent 7398 USD on Laptop at Amazon in New York, USA.",Office Supply,XMXLKNC9P6
MakeMyTrip,"Paris, France",Marketing,Dept Head,EUR,7106,Deluxe Room,3553,2,"Dept Head from Marketing spent 7106 EUR on Deluxe Room at MakeMyTrip in Paris, France.",Travel,5EXCZRHVWB
MakeMyTrip,"Kolkata, India",Human Resource,Dept Head,INR,1577,Flight Ticket,1577,1,"Dept Head from Human Resource spent 1577 INR on Flight Ticket at MakeMyTrip in Kolkata, India.",Travel,ESBFPF2XY1
OYO,"Sydney, Australia",IT,Team Lead,AUD,5559,Deluxe Room,1853,3,"Team Lead from IT spent 5559 AUD on Deluxe Room at OYO in Sydney, Australia.",Travel,3Y4AXUTO7Z
Flipkart,"Lucknow, India",Finance & Accounting,Employee,INR,13278,Laptop,4426,3,"Employee from Finance & Accounting spent 13278 INR on Laptop at Flipkart in Lucknow, India.",Office Supply,HHFS4MIFQ2
Expedia,"Kolkata, India",Sales,Dept Head,INR,4377,Deluxe Room,4377,1,"Dept Head from Sales spent 4377 INR on Deluxe Room at Expedia in Kolkata, India.",Travel,MIK87SY0M0
Expedia,"Mumbai, India",Customer Support,Team Lead,INR,8566,Deluxe Room,4283,2,"Team Lead from Customer Support spent 8566 INR on Deluxe Room at Expedia in Mumbai, India.",Travel,OWML4OYRV7
Expedia,"Hyderabad, India",Sales,Dept Head,INR,5094,Flight Ticket,1698,3,"Dept Head from Sales spent 5094 INR on Flight Ticket at Expedia in Hyderabad, India.",Travel,NVEP6WS5DO
OYO,"Kolkata, India",IT,Dept Head,INR,6152,Deluxe Room,3076,2,"Dept Head from IT spent 6152 INR on Deluxe Room at OYO in Kolkata, India.",Travel,21Y1Q94Y4C
OYO,"Toronto, Canada",Finance & Accounting,Team Lead,CAD,694,Flight Ticket,694,1,"Team Lead from Finance & Accounting spent 694 CAD on Flight Ticket at OYO in Toronto, Canada.",Travel,34WVIQ3YKQ
Flipkart,"Jaipur, India",IT,Manager,INR,902,Printer,902,1,"Manager from IT spent 902 INR on Printer at Flipkart in Jaipur, India.",Office Supply,YBVP1BV6HF
Flipkart,"Jaipur, India",Operations,Dept Head,INR,1113,Printer,1113,1,"Dept Head from Operations spent 1113 INR on Printer at Flipkart in Jaipur, India.",Office Supply,ZWPPKFD8K2
Swiggy,"Lucknow, India",Finance & Accounting,Team Lead,INR,1531,Meal,1531,1,"Team Lead from Finance & Accounting spent 1531 INR on Meal at Swiggy in Lucknow, India.",Meals,EQHWXBN2ML
Goibibo,"Mumbai, India",Customer Support,Employee,INR,1048,Flight Ticket,1048,1,"Employee from Customer Support spent 1048 INR on Flight Ticket at Goibibo in Mumbai, India.",Travel,0YYU8T9LAT
Flipkart,"Mumbai, India",Customer Support,Employee,INR,5850,Printer,2925,2,"Employee from Customer Support spent 5850 INR on Printer at Flipkart in Mumbai, India.",Office Supply,SRVEQKMIVG
Amazon,"Lucknow, India",Finance & Accounting,Dept Head,INR,6872,Projector,3436,2,"Dept Head from Finance & Accounting spent 6872 INR on Projector at Amazon in Lucknow, India.",Office Supply,VPR9HTFXSZ
Amazon,"Kolkata, India",Finance & Accounting,Team Lead,INR,2536,Printer,1268,2,"Team Lead from Finance & Accounting spent 2536 INR on Printer at Amazon in Kolkata, India.",Office Supply,3PJVZ9MMOW
Zomato,"Ahmedabad, India",IT,Employee,INR,513,Meal,513,1,"Employee from IT spent 513 INR on Meal at Zomato in Ahmedabad, India.",Meals,KRBNLV8WE5
OYO,"Mumbai, India",Customer Support,Employee,INR,1938,Deluxe Room,969,2,"Employee from Customer Support spent 1938 INR on Deluxe Room at OYO in Mumbai, India.",Travel,MZMS6AOTMT
Flipkart,"Bangalore, India",Operations,Dept Head,INR,3686,Laptop,3686,1,"Dept Head from Operations spent 3686 INR on Laptop at Flipkart in Bangalore, India.",Office Supply,FK138YHCNN
Ola,"Berlin, Germany",Finance & Accounting,Dept Head,EUR,12924,Flight Ticket,4308,3,"Dept Head from Finance & Accounting spent 12924 EUR on Flight Ticket at Ola in Berlin, Germany.",Travel,N4W2EVCGTZ
MakeMyTrip,"Jaipur, India",Sales,Manager,INR,2882,Flight Ticket,1441,2,"Manager from Sales spent 2882 INR on Flight Ticket at MakeMyTrip in Jaipur, India.",Travel,CBCX6E3ZYY
Amazon,"New Delhi, India",Customer Support,Dept Head,INR,4338,Office Chair,1446,3,"Dept Head from Customer Support spent 4338 INR on Office Chair at Amazon in New Delhi, India.",Office Supply,JYS2JE2NH2
Zomato,"Jaipur, India",IT,Dept Head,INR,6152,Meal,3076,2,"Dept Head from IT spent 6152 INR on Meal at Zomato in Jaipur, India.",Meals,L5LT9JY4T3
Swiggy,"Chennai, India",IT,Employee,INR,2600,Meal,1300,2,"Employee from IT spent 2600 INR on Meal at Swiggy in Chennai, India.",Meals,EZ3GX4SSOX
Uber,"New Delhi, India",IT,Manager,INR,1750,Deluxe Room,875,2,"Manager from IT spent 1750 INR on Deluxe Room at Uber in New Delhi, India.",Travel,I51OBTZKK5
Zomato,"New Delhi, India",Finance & Accounting,Employee,INR,7962,Meal,2654,3,"Employee from Finance & Accounting spent 7962 INR on Meal at Zomato in New Delhi, India.",Meals,I67B8TKWTP
Zomato,"Hyderabad, India",Customer Support,Employee,INR,3798,Meal,1899,2,"Employee from Customer Support spent 3798 INR on Meal at Zomato in Hyderabad, India.",Meals,05XO8LOZNM
Zomato,"New Delhi, India",Finance & Accounting,Team Lead,INR,8102,Meal,4051,2,"Team Lead from Finance & Accounting spent 8102 INR on Meal at Zomato in New Delhi, India.",Meals,6TTRRSKZWX
Expedia,"Pune, India",Sales,Team Lead,INR,9441,Flight Ticket,3147,3,"Team Lead from Sales spent 9441 INR on Flight Ticket at Expedia in Pune, India.",Travel,MPZY5A2LM6
OYO,"Bangalore, India",IT,Team Lead,INR,9746,Flight Ticket,4873,2,"Team Lead from IT spent 9746 INR on Flight Ticket at OYO in Bangalore, India.",Travel,J1QHT43BU1
Goibibo,"Jaipur, India",Marketing,Employee,INR,1265,Flight Ticket,1265,1,"Employee from Marketing spent 1265 INR on Flight Ticket at Goibibo in Jaipur, India.",Travel,XCWTZN3MK3
Ola,"Bangalore, India",Human Resource,Manager,INR,2562,Flight Ticket,854,3,"Manager from Human Resource spent 2562 INR on Flight Ticket at Ola in Bangalore, India.",Travel,UIWQY64Q40
Goibibo,"Lucknow, India",IT,Manager,INR,9546,Flight Ticket,3182,3,"Manager from IT spent 9546 INR on Flight Ticket at Goibibo in Lucknow, India.",Travel,4GCY6XFT9B
OYO,"Pune, India",Operations,Employee,INR,7890,Flight Ticket,2630,3,"Employee from Operations spent 7890 INR on Flight Ticket at OYO in Pune, India.",Travel,ACNA4AZJQM
OYO,"New Delhi, India",Marketing,Employee,INR,4428,Flight Ticket,2214,2,"Employee from Marketing spent 4428 INR on Flight Ticket at OYO in New Delhi, India.",Travel,HHCM7N5XS5
Ola,"Paris, France",Operations,Manager,EUR,4436,Deluxe Room,4436,1,"Manager from Operations spent 4436 EUR on Deluxe Room at Ola in Paris, France.",Travel,06NMVBA2VC
Ola,"Kolkata, India",Operations,Team Lead,INR,6382,Deluxe Room,3191,2,"Team Lead from Operations spent 6382 INR on Deluxe Room at Ola in Kolkata, India.",Travel,JFC9PARJEB
Uber,"Pune, India",Customer Support,Team Lead,INR,7566,Flight Ticket,3783,2,"Team Lead from Customer Support spent 7566 INR on Flight Ticket at Uber in Pune, India.",Travel,ZLUIRWXGRZ
Goibibo,"Kolkata, India",Operations,Dept Head,INR,1984,Deluxe Room,992,2,"Dept Head from Operations spent 1984 INR on Deluxe Room at Goibibo in Kolkata, India.",Travel,G80VLRKW7Z
Swiggy,"New Delhi, India",Human Resource,Team Lead,INR,6861,Meal,2287,3,"Team Lead from Human Resource spent 6861 INR on Meal at Swiggy in New Delhi, India.",Meals,20AKU7YTCQ
Expedia,"New Delhi, India",Operations,Employee,INR,7182,Deluxe Room,2394,3,"Employee from Operations spent 7182 INR on Deluxe Room at Expedia in New Delhi, India.",Travel,JHUY5NJIZQ
OYO,"Ahmedabad, India",Finance & Accounting,Manager,INR,10632,Flight Ticket,3544,3,"Manager from Finance & Accounting spent 10632 INR on Flight Ticket at OYO in Ahmedabad, India.",Travel,TTSLP1PTYB
Amazon,"Hyderabad, India",Customer Support,Employee,INR,5144,Projector,2572,2,"Employee from Customer Support spent 5144 INR on Projector at Amazon in Hyderabad, India.",Office Supply,L575377B8O
Swiggy,"Kolkata, India",Sales,Team Lead,INR,3351,Meal,3351,1,"Team Lead from Sales spent 3351 INR on Meal at Swiggy in Kolkata, India.",Meals,WQQ4B2NB8T
Ola,"Kolkata, India",Sales,Team Lead,INR,929,Deluxe Room,929,1,"Team Lead from Sales spent 929 INR on Deluxe Room at Ola in Kolkata, India.",Travel,QAI6OU7K37
Ola,"Bangalore, India",Marketing,Team Lead,INR,5868,Deluxe Room,2934,2,"Team Lead from Marketing spent 5868 INR on Deluxe Room at Ola in Bangalore, India.",Travel,2QAD5B597J
MakeMyTrip,"Lucknow, India",Finance & Accounting,Team Lead,INR,4155,Flight Ticket,4155,1,"Team Lead from Finance & Accounting spent 4155 INR on Flight Ticket at MakeMyTrip in Lucknow, India.",Travel,QW6818O3KL
Expedia,"Sydney, Australia",Finance & Accounting,Employee,AUD,4322,Deluxe Room,4322,1,"Employee from Finance & Accounting spent 4322 AUD on Deluxe Room at Expedia in Sydney, Australia.",Travel,M6YZRYP8SC
Swiggy,"London, UK",IT,Dept Head,GBP,4242,Meal,1414,3,"Dept Head from IT spent 4242 GBP on Meal at Swiggy in London, UK.",Meals,EQB3IOP1VD
Swiggy,"New Delhi, India",IT,Manager,INR,2901,Meal,967,3,"Manager from IT spent 2901 INR on Meal at Swiggy in New Delhi, India.",Meals,PIGWIXFF8M
OYO,"Hyderabad, India",Marketing,Dept Head,INR,4771,Flight Ticket,4771,1,"Dept Head from Marketing spent 4771 INR on Flight Ticket at OYO in Hyderabad, India.",Travel,57G620GWG2
Flipkart,"Ahmedabad, India",Sales,Team Lead,INR,1728,Projector,1728,1,"Team Lead from Sales spent 1728 INR on Projector at Flipkart in Ahmedabad, India.",Office Supply,ANYNK0OZK8
Swiggy,"Jaipur, India",Marketing,Employee,INR,2709,Meal,903,3,"Employee from Marketing spent 2709 INR on Meal at Swiggy in Jaipur, India.",Meals,UZ6P4438FT
Flipkart,"Lucknow, India",Sales,Manager,INR,1047,Printer,1047,1,"Manager from Sales spent 1047 INR on Printer at Flipkart in Lucknow, India.",Office Supply,K9I9BOXM88
Flipkart,"Ahmedabad, India",Operations,Dept Head,INR,5108,Projector,2554,2,"Dept Head from Operations spent 5108 INR on Projector at Flipkart in Ahmedabad, India.",Office Supply,NJC9Z9QY6V
Expedia,"Ahmedabad, India",Finance & Accounting,Employee,INR,2119,Deluxe Room,2119,1,"Employee from Finance & Accounting spent 2119 INR on Deluxe Room at Expedia in Ahmedabad, India.",Travel,ZVHDNQ2H67
Zomato,"Tokyo, Japan",Human Resource,Dept Head,JPY,7868,Meal,3934,2,"Dept Head from Human Resource spent 7868 JPY on Meal at Zomato in Tokyo, Japan.",Meals,FJ9BQK4YEG
Uber,"Mumbai, India",Sales,Dept Head,INR,9534,Deluxe Room,3178,3,"Dept Head from Sales spent 9534 INR on Deluxe Room at Uber in Mumbai, India.",Travel,DCOXGCBRRY
Flipkart,"Hyderabad, India",Finance & Accounting,Employee,INR,3696,Laptop,1848,2,"Employee from Finance & Accounting spent 3696 INR on Laptop at Flipkart in Hyderabad, India.",Office Supply,X4ULZGQEYU
Flipkart,"Tokyo, Japan",Sales,Manager,JPY,2496,Printer,2496,1,"Manager from Sales spent 2496 JPY on Printer at Flipkart in Tokyo, Japan.",Office Supply,0TI49SPOSQ
Zomato,"Lucknow, India",Operations,Dept Head,INR,1235,Meal,1235,1,"Dept Head from Operations spent 1235 INR on Meal at Zomato in Lucknow, India.",Meals,GG8G7AZW9X
MakeMyTrip,"Ahmedabad, India",Human Resource,Manager,INR,5346,Flight Ticket,1782,3,"Manager from Human Resource spent 5346 INR on Flight Ticket at MakeMyTrip in Ahmedabad, India.",Travel,ZI2VOTEC90
Zomato,"Sydney, Australia",IT,Team Lead,AUD,1722,Meal,861,2,"Team Lead from IT spent 1722 AUD on Meal at Zomato in Sydney, Australia.",Meals,EKEXGJ2KOL
